JDTDB, Calendar Date (TDB), X, Y, Z, VX, VY, VZ, LT, RG, RR,
2458315.666666667, A.D. 2018-Jul-16 04:00:00.0000, -4.028026219141307E-01,  8.562535189818533E-01,  3.711505700431547E-01, -1.571077200918811E-02, -6.125769622468259E-03, -2.687690465582409E-03,  5.870531813160998E-03,  1.016451074392203E+00,  8.420524670726198E-05,
2458315.708333333, A.D. 2018-Jul-16 05:00:00.0000, -4.034574630231480E-01,  8.559969917488296E-01,  3.710384923773496E-01, -1.571931017606763E-02, -6.188121354611874E-03, -2.692041321618267E-03,  5.870547582355646E-03,  1.016453804743618E+00,  4.546078373589126E-05,
2458315.750000000, A.D. 2018-Jul-16 06:00:00.0000, -4.041123691120045E-01,  8.557378189857655E-01,  3.709262329403459E-01, -1.571381782897401E-02, -6.252140828354627E-03, -2.696415593236596E-03,  5.870553136015911E-03,  1.016454766330085E+00, -2.129796966229542E-07,
2458315.791666667, A.D. 2018-Jul-16 07:00:00.0000, -4.047667531750765E-01,  8.554760082524849E-01,  3.708137907547260E-01, -1.569434163494160E-02, -6.314131732657237E-03, -2.700813077850194E-03,  5.870547171566677E-03,  1.016453733617713E+00, -4.972114055395107E-05,
2458315.833333333, A.D. 2018-Jul-16 08:00:00.0000, -4.054200502285024E-01,  8.552117191051947E-01,  3.707011648871050E-01, -1.566188589416960E-02, -6.370536499450125E-03, -2.705231876599218E-03,  5.870529167140359E-03,  1.016450616247932E+00, -9.970726738204337E-05,
2458315.875000000, A.D. 2018-Jul-16 09:00:00.0000, -4.060717560003950E-01,  8.549452521743187E-01,  3.705883545164954E-01, -1.561834372630456E-02, -6.418180067346816E-03, -2.709668524228425E-03,  5.870499417209097E-03,  1.016445465207011E+00, -1.467820145848478E-04,
2458315.916666667, A.D. 2018-Jul-16 10:00:00.0000, -4.067214614611095E-01,  8.546770285759649E-01,  3.704753589949814E-01, -1.556636735493832E-02, -6.454487436056163E-03, -2.714118226294667E-03,  5.870459012612074E-03,  1.016438469367901E+00, -1.877539984770328E-04,
2458315.958333333, A.D. 2018-Jul-16 11:00:00.0000, -4.073688808275615E-01,  8.544075610677385E-01,  3.703621778965426E-01, -1.550918637839549E-02, -6.477660104706519E-03, -2.718575187453024E-03,  5.870409766331778E-03,  1.016429942638789E+00, -2.198472238977245E-04,
2458316.000000000, A.D. 2018-Jul-16 12:00:00.0000, -4.080138711227379E-01,  8.541374189253121E-01,  3.702488110506836E-01, -1.545038647889257E-02, -6.486799304534006E-03, -2.723033008329188E-03,  5.870354090065369E-03,  1.016420302592093E+00, -2.408902602860834E-04,
2458316.041666667, A.D. 2018-Jul-16 13:00:00.0000, -4.086564419501896E-01,  8.538671889463975E-01,  3.701352585585643E-01, -1.539366373287081E-02, -6.481967582065162E-03, -2.727485123786170E-03,  5.870294829987843E-03,  1.016410042027737E+00, -2.494642806641120E-04,
2458316.083333333, A.D. 2018-Jul-16 14:00:00.0000, -4.092967548137577E-01,  8.535974352541205E-01,  3.700215207905246E-01, -1.534257135712101E-02, -6.464184513109743E-03, -2.731925252556749E-03,  5.870235072884923E-03,  1.016399695406103E+00, -2.449998678613656E-04,
2458316.125000000, A.D. 2018-Jul-16 15:00:00.0000, -4.099351120291443E-01,  8.533286606540746E-01,  3.699075983651748E-01, -1.530027624364820E-02, -6.435356841250098E-03, -2.736347827433984E-03,  5.870177935855949E-03,  1.016389802436209E+00, -2.278159725147418E-04,
2458316.166666667, A.D. 2018-Jul-16 16:00:00.0000, -4.105719359871073E-01,  8.530612721928525E-01,  3.697934921114812E-01, -1.526934196544007E-02, -6.398147827721752E-03, -2.740748376543932E-03,  5.870126353912061E-03,  1.016380871299482E+00, -1.990983424320737E-04,
2458316.208333333, A.D. 2018-Jul-16 17:00:00.0000, -4.112077401891605E-01,  8.527955532779848E-01,  3.696792030164469E-01, -1.525155312157427E-02, -6.355794764811067E-03, -2.745123829576018E-03,  5.870082879944888E-03,  1.016373344015405E+00, -1.608188663569696E-04,
2458316.250000000, A.D. 2018-Jul-16 18:00:00.0000, -4.118430940404111E-01,  8.525316442696236E-01,  3.695647321619715E-01, -1.524779305751338E-02, -6.311887156742803E-03, -2.749472727988008E-03,  5.870049510703922E-03,  1.016367566310435E+00, -1.156013063463858E-04,
2458316.291666667, A.D. 2018-Jul-16 19:00:00.0000, -4.124785838119205E-01,  8.522695328738232E-01,  3.694500806552143E-01, -1.525798333916631E-02, -6.270120767046567E-03, -2.753795324781726E-03,  5.870027550652691E-03,  1.016363764045431E+00, -6.654255579459763E-05,
2458316.333333333, A.D. 2018-Jul-16 20:00:00.0000, -4.131147724474466E-01,  8.520090549956743E-01,  3.693352495572347E-01, -1.528108912795551E-02, -6.234044385069024E-03, -2.758093567011864E-03,  5.870017522994203E-03,  1.016362027810185E+00, -1.700160265827548E-05,
2458316.375000000, A.D. 2018-Jul-16 21:00:00.0000, -4.137521609686011E-01,  8.517499059938263E-01,  3.692202398147970E-01, -1.531519008858298E-02, -6.206816663142435E-03, -2.762370962225063E-03,  5.870019133940621E-03,  1.016362306736911E+00,  2.962941080542243E-05,
2458316.416666667, A.D. 2018-Jul-16 22:00:00.0000, -4.143911541229361E-01,  8.514916615652466E-01,  3.691050522000124E-01, -1.535761197090642E-02, -6.190989685894094E-03, -2.766632337979277E-03,  5.870031292670331E-03,  1.016364411955701E+00,  7.015641285154361E-05,
2458316.458333333, A.D. 2018-Jul-16 23:00:00.0000, -4.150320326287461E-01,  8.512338068291925E-01,  3.689896872619556E-01, -1.540510984996322E-02, -6.188334101496174E-03, -2.770883510919456E-03,  5.870052185616074E-03,  1.016368029457117E+00,  1.018011346476941E-04,
2458316.500000000, A.D. 2018-Jul-17 00:00:00.0000, -4.156749339183732E-01,  8.509757716175655E-01,  3.688741452935678E-01, -1.545409046854024E-02, -6.199717796850723E-03, -2.775130888082847E-03,  5.870079400020856E-03,  1.016372741485236E+00,  1.223904959234822E-04,
2458316.541666667, A.D. 2018-Jul-17 01:00:00.0000, -4.163198426994740E-01,  8.507169695535575E-01,  3.687584263161170E-01, -1.550085844742400E-02, -6.225046429853979E-03, -2.779381027750832E-03,  5.870110088337721E-03,  1.016378055002587E+00,  1.305047288493429E-04,
2458316.583333333, A.D. 2018-Jul-17 02:00:00.0000, -4.169665919809957E-01,  8.504568382409265E-01,  3.686425300822788E-01, -1.554186949303788E-02, -6.263269893471559E-03, -2.783640189936401E-03,  5.870141162265168E-03,  1.016383435286341E+00,  1.255741465140835E-04,
2458316.625000000, A.D. 2018-Jul-17 03:00:00.0000, -4.176148744935549E-01,  8.501948778101353E-01,  3.685264560976263E-01, -1.557397325269547E-02, -6.312454268699436E-03, -2.787913907306826E-03,  5.870169503191502E-03,  1.016388342365621E+00,  1.079179708132525E-04,
