            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR,
2458316.375000000, A.D. 2018-Jul-16 21:00:00.0000,  4.296427561614418E-01, -1.216793608982375E+00,  4.853010036576940E-01,  1.126373718106524E-02,  3.078893634937361E-03,  3.593954566407731E-03,  7.962461971151035E-03,  1.378657553177554E+00,  2.057911147740339E-03,
2458316.416666667, A.D. 2018-Jul-16 22:00:00.0000,  4.301120364122790E-01, -1.216665202478777E+00,  4.854507041869811E-01,  1.126171455408255E-02,  3.084618259229100E-03,  3.591670792997360E-03,  7.962956947319685E-03,  1.378743255644457E+00,  2.055807261779889E-03,
2458316.458333333, A.D. 2018-Jul-16 23:00:00.0000,  4.305812323488594E-01, -1.216536557483987E+00,  4.856003095532450E-01,  1.125969009673691E-02,  3.090341212162193E-03,  3.589386741287583E-03,  7.963451417194010E-03,  1.378828870449216E+00,  2.053703364781991E-03,
2458316.500000000, A.D. 2018-Jul-17 00:00:00.0000,  4.310503438949306E-01, -1.216407674067637E+00,  4.857498197448926E-01,  1.125766380976750E-02,  3.096062494196638E-03,  3.587102411446945E-03,  7.963945380771359E-03,  1.378914397591370E+00,  2.051599456810650E-03,
2458316.541666667, A.D. 2018-Jul-17 01:00:00.0000,  4.315193709742712E-01, -1.216278552299338E+00,  4.858992347503379E-01,  1.125563569391234E-02,  3.101782105792066E-03,  3.584817803643650E-03,  7.964438838049096E-03,  1.378999837070464E+00,  2.049495537929686E-03,
2458316.583333333, A.D. 2018-Jul-17 02:00:00.0000,  4.319883135106982E-01, -1.216149192248681E+00,  4.860485545580043E-01,  1.125360574990836E-02,  3.107500047407837E-03,  3.582532918045525E-03,  7.964931789024613E-03,  1.379085188886046E+00,  2.047391608202700E-03,
2458316.625000000, A.D. 2018-Jul-17 03:00:00.0000,  4.324571714280513E-01, -1.216019593985241E+00,  4.861977791563198E-01,  1.125157397849137E-02,  3.113216319502849E-03,  3.580247754820091E-03,  7.965424233695305E-03,  1.379170453037666E+00,  2.045287667693135E-03,
2458316.666666667, A.D. 2018-Jul-17 04:00:00.0000,  4.329259446502011E-01, -1.215889757578571E+00,  4.863469085337189E-01,  1.124954038039607E-02,  3.118930922535637E-03,  3.577962314134534E-03,  7.965916172058570E-03,  1.379255629524872E+00,  2.043183716464251E-03,
2458316.708333333, A.D. 2018-Jul-17 05:00:00.0000,  4.333946331010564E-01, -1.215759683098205E+00,  4.864959426786460E-01,  1.124750495635603E-02,  3.124643856964461E-03,  3.575676596155660E-03,  7.966407604111856E-03,  1.379340718347223E+00,  2.041079754579085E-03,
2458316.750000000, A.D. 2018-Jul-17 06:00:00.0000,  4.338632367045490E-01, -1.215629370613659E+00,  4.866448815795500E-01,  1.124546770710372E-02,  3.130355123247117E-03,  3.573390601049979E-03,  7.966898529852598E-03,  1.379425719504274E+00,  2.038975782100528E-03,
2458316.791666667, A.D. 2018-Jul-17 07:00:00.0000,  4.343317553846409E-01, -1.215498820194430E+00,  4.867937252248865E-01,  1.124342863337051E-02,  3.136064721841040E-03,  3.571104328983655E-03,  7.967388949278250E-03,  1.379510632995584E+00,  2.036871799091278E-03,
2458316.833333333, A.D. 2018-Jul-17 08:00:00.0000,  4.348001890653325E-01, -1.215368031909995E+00,  4.869424736031207E-01,  1.124138773588664E-02,  3.141772653203386E-03,  3.568817780122485E-03,  7.967878862386294E-03,  1.379595458820719E+00,  2.034767805613814E-03,
2458316.875000000, A.D. 2018-Jul-17 09:00:00.0000,  4.352685376706467E-01, -1.215237005829813E+00,  4.870911267027220E-01,  1.123934501538125E-02,  3.147478917790854E-03,  3.566530954631962E-03,  7.968368269174216E-03,  1.379680196979242E+00,  2.032663801730470E-03,
2458316.916666667, A.D. 2018-Jul-17 10:00:00.0000,  4.357368011246371E-01, -1.215105742023323E+00,  4.872396845121667E-01,  1.123730047258239E-02,  3.153183516059771E-03,  3.564243852677242E-03,  7.968857169639510E-03,  1.379764847470719E+00,  2.030559787503392E-03,
2458316.958333333, A.D. 2018-Jul-17 11:00:00.0000,  4.362049793513949E-01, -1.214974240559945E+00,  4.873881470199407E-01,  1.123525410821697E-02,  3.158886448466192E-03,  3.561956474423110E-03,  7.969345563779706E-03,  1.379849410294724E+00,  2.028455762994505E-03,
2458317.000000000, A.D. 2018-Jul-17 12:00:00.0000,  4.366730722750341E-01, -1.214842501509081E+00,  4.875365142145339E-01,  1.123320592301081E-02,  3.164587715465712E-03,  3.559668820034053E-03,  7.969833451592330E-03,  1.379933885450827E+00,  2.026351728265588E-03,
2458317.041666667, A.D. 2018-Jul-17 13:00:00.0000,  4.371410798196989E-01, -1.214710524940114E+00,  4.876847860844436E-01,  1.123115591768865E-02,  3.170287317513553E-03,  3.557380889674218E-03,  7.970320833074933E-03,  1.380018272938605E+00,  2.024247683378237E-03,
2458317.083333333, A.D. 2018-Jul-17 14:00:00.0000,  4.376090019095713E-01, -1.214578310922406E+00,  4.878329626181758E-01,  1.122910409297408E-02,  3.175985255064665E-03,  3.555092683507385E-03,  7.970807708225081E-03,  1.380102572757635E+00,  2.022143628393821E-03,
2458317.125000000, A.D. 2018-Jul-17 15:00:00.0000,  4.380768384688558E-01, -1.214445859525303E+00,  4.879810438042412E-01,  1.122705044958963E-02,  3.181681528573533E-03,  3.552804201697034E-03,  7.971294077040347E-03,  1.380186784907499E+00,  2.020039563373572E-03,
2458317.166666667, A.D. 2018-Jul-17 16:00:00.0000,  4.385445894217869E-01, -1.214313170818131E+00,  4.881290296311575E-01,  1.122499498825670E-02,  3.187376138494276E-03,  3.550515444406313E-03,  7.971779939518319E-03,  1.380270909387777E+00,  2.017935488378536E-03,
2458317.208333333, A.D. 2018-Jul-17 17:00:00.0000,  4.390122546926370E-01, -1.214180244870195E+00,  4.882769200874510E-01,  1.122293770969560E-02,  3.193069085280734E-03,  3.548226411797997E-03,  7.972265295656616E-03,  1.380354946198059E+00,  2.015831403469536E-03,
2458317.250000000, A.D. 2018-Jul-17 18:00:00.0000,  4.394798342057007E-01, -1.214047081750783E+00,  4.884247151616529E-01,  1.122087861462555E-02,  3.198760369386287E-03,  3.545937104034570E-03,  7.972750145452848E-03,  1.380438895337930E+00,  2.013727308707261E-03,
2458317.291666667, A.D. 2018-Jul-17 19:00:00.0000,  4.399473278853023E-01, -1.213913681529166E+00,  4.885724148423010E-01,  1.121881770376467E-02,  3.204449991263944E-03,  3.543647521278178E-03,  7.973234488904659E-03,  1.380522756806982E+00,  2.011623204152195E-03,
2458317.333333333, A.D. 2018-Jul-17 20:00:00.0000,  4.404147356558041E-01, -1.213780044274592E+00,  4.887200191179421E-01,  1.121675497782995E-02,  3.210137951366436E-03,  3.541357663690599E-03,  7.973718326009694E-03,  1.380606530604807E+00,  2.009519089864634E-03,
2458317.375000000, A.D. 2018-Jul-17 21:00:00.0000,  4.408820574415904E-01, -1.213646170056292E+00,  4.888675279771276E-01,  1.121469043753732E-02,  3.215824250146031E-03,  3.539067531433320E-03,  7.974201656765625E-03,  1.380690216731003E+00,  2.007414965904708E-03,
2458317.416666667, A.D. 2018-Jul-17 22:00:00.0000,  4.413492931670752E-01, -1.213512058943481E+00,  4.890149414084153E-01,  1.121262408360163E-02,  3.221508888054627E-03,  3.536777124667493E-03,  7.974684481170122E-03,  1.380773815185166E+00,  2.005310832332372E-03,
2458317.458333333, A.D. 2018-Jul-17 23:00:00.0000,  4.418164427567102E-01, -1.213377711005349E+00,  4.891622594003724E-01,  1.121055591673656E-02,  3.227191865543837E-03,  3.534486443553906E-03,  7.975166799220888E-03,  1.380857325966898E+00,  2.003206689207368E-03,
2458317.500000000, A.D. 2018-Jul-18 00:00:00.0000,  4.422835061349688E-01, -1.213243126311073E+00,  4.893094819415706E-01,  1.120848593765480E-02,  3.232873183064834E-03,  3.532195488253050E-03,  7.975648610915627E-03,  1.380940749075802E+00,  2.001102536589291E-03,
2458317.541666667, A.D. 2018-Jul-18 01:00:00.0000,  4.427504832263541E-01, -1.213108304929809E+00,  4.894566090205874E-01,  1.120641414706789E-02,  3.238552841068396E-03,  3.529904258925087E-03,  7.976129916252059E-03,  1.381024084511482E+00,  1.998998374537550E-03,
